customer_id,offer_taken_date,gender,age,branch_name,branch_rank,valid_upto,bill_amount,offer_usage_count,discount_amount,area_of_branch,customer_comment,food_rating,serving_rating,category,tip_amount,offer_taken,sentiment_score,sentiment
CUST0019,2025-01-18,Unknown,30.0,Branch_3,3,2025-04-18,900,10,180.0,Hitech City,Too crowded!!!,4.0,4.0,Veg,0,Yes,0.0,Neutral
CUST0020,2025-02-12,M,18.0,Branch_8,8,2025-05-13,600,3,120.0,Dilsukhnagar,Very useful offer!!!,4.0,3.0,Veg,1000,Yes,0.76171875,Positive
CUST0021,2025-01-16,Unknown,25.0,Branch_3,3,2025-04-16,300,1,60.0,Hitech City,Average experience,4.0,2.0,Veg,50,Yes,-0.15,Negative
CUST0022,2025-01-04,F,25.0,Branch_2,2,2025-04-04,1200,10,240.0,Gachibowli,Crowded but good,4.0,4.0,Veg,1000,Yes,0.7,Positive
CUST0023,,M,30.0,Branch_7,7,,50,0,0.0,LB Nagar,Average experience,4.0,3.0,Non-Veg,300,No,-0.15,Negative
CUST0024,,F,30.0,Branch_5,5,,300,0,0.0,Ameerpet,Not worth it :(,3.0,5.0,Veg,300,No,-0.45,Negative
CUST0025,,Unknown,25.0,Branch_10,10,,50,0,0.0,Mehdipatnam,Very useful offer!!!,5.0,1.0,Veg,0,No,0.76171875,Positive
CUST0026,2025-02-13,F,30.0,Branch_10,10,2025-05-14,300,15,60.0,Mehdipatnam,Not worth it :(,1.0,4.0,Non-Veg,100,Yes,-0.45,Negative
CUST0027,,F,45.0,Branch_6,6,,600,0,0.0,Secunderabad,Crowded but good,2.0,3.0,Non-Veg,20,No,0.7,Positive
CUST0028,,Unknown,18.0,Branch_1,1,,600,0,0.0,Madhapur,good savings,5.0,2.0,Non-Veg,20,No,0.7,Positive
CUST0029,2025-03-01,Unknown,25.0,Branch_6,6,2025-05-30,50,2,10.0,Secunderabad,Not much benefit,5.0,3.0,Veg,100,Yes,-0.1,Negative
CUST0030,2025-02-12,F,45.0,Branch_2,2,2025-05-13,1200,15,240.0,Gachibowli,good savings,1.0,3.0,Non-Veg,10,Yes,0.7,Positive
CUST0031,,Unknown,30.0,Branch_4,4,,600,0,0.0,Kukatpally,Loved it ,3.0,3.0,Non-Veg,50,No,0.7,Positive
CUST0032,,Unknown,45.0,Branch_2,2,,12000,0,0.0,Gachibowli,Very useful offer!!!,1.0,3.0,Veg,300,No,0.76171875,Positive
CUST0033,,Unknown,30.0,Branch_8,8,,300,0,0.0,Dilsukhnagar,good savings,1.0,3.0,Veg,100,No,0.7,Positive
CUST0034,2025-02-23,F,30.0,Branch_7,7,2025-05-24,1200,2,240.0,LB Nagar,Average experience,3.0,1.0,Veg,10,Yes,-0.15,Negative
CUST0035,2025-02-12,F,30.0,Branch_7,7,2025-05-13,600,0,120.0,LB Nagar,average,2.0,2.0,Non-Veg,0,Yes,-0.15,Negative
CUST0036,2025-02-17,Unknown,25.0,Branch_4,4,2025-05-18,12000,2,2400.0,Kukatpally,Too crowded!!!,3.0,1.0,Non-Veg,1000,Yes,0.0,Neutral
CUST0037,2025-02-24,Unknown,45.0,Branch_8,8,2025-05-25,300,3,60.0,Dilsukhnagar,average,2.0,2.0,Veg,300,Yes,-0.15,Negative
CUST0038,2025-01-26,Unknown,30.0,Branch_5,5,2025-04-26,600,2,120.0,Ameerpet,Loved it ,5.0,3.0,Veg,0,Yes,0.7,Positive
CUST0039,,M,18.0,Branch_5,5,,300,0,0.0,Ameerpet,Not worth it :(,4.0,3.0,Non-Veg,1000,No,-0.45,Negative
CUST0040,,M,30.0,Branch_9,9,,900,0,0.0,Uppal,,5.0,2.0,Veg,0,No,0.0,Neutral
CUST0041,,F,60.0,Branch_9,9,,50,0,0.0,Uppal,Crowded but good,1.0,3.0,Veg,100,No,0.7,Positive
CUST0042,,Unknown,30.0,Branch_5,5,,3000,0,0.0,Ameerpet,Offer okay,4.0,3.0,Veg,100,No,0.5,Positive
CUST0043,2025-01-13,Unknown,30.0,Branch_3,3,2025-04-13,3000,3,600.0,Hitech City,Did not use offer,1.0,3.0,Veg,10,Yes,0.0,Neutral
CUST0044,,Unknown,30.0,Branch_10,10,,12000,0,0.0,Mehdipatnam,Not much benefit,4.0,3.0,Veg,100,No,-0.1,Negative
CUST0045,,M,45.0,Branch_3,3,,12000,0,0.0,Hitech City,Did not use offer,3.0,3.0,Non-Veg,20,No,0.0,Neutral
CUST0046,2025-02-22,F,25.0,Branch_4,4,2025-05-23,300,15,60.0,Kukatpally,Very useful offer!!!,1.0,2.0,Non-Veg,100,Yes,0.76171875,Positive
CUST0047,2025-01-30,Unknown,30.0,Branch_7,7,2025-04-30,3000,3,600.0,LB Nagar,,2.0,3.0,Non-Veg,0,Yes,0.0,Neutral
CUST0048,2025-02-19,Unknown,30.0,Branch_9,9,2025-05-20,300,3,60.0,Uppal,Did not use offer,2.0,1.0,Non-Veg,10,Yes,0.0,Neutral
CUST0049,,Unknown,30.0,Branch_9,9,,3000,0,0.0,Uppal,Not worth it :(,3.0,5.0,Non-Veg,1000,No,-0.45,Negative
CUST0050,,Unknown,45.0,Branch_8,8,,300,0,0.0,Dilsukhnagar,Too crowded!!!,2.0,3.0,Veg,1000,No,0.0,Neutral
CUST0051,,Unknown,18.0,Branch_5,5,,3000,0,0.0,Ameerpet,good????,3.0,2.0,Veg,20,No,0.7,Positive
CUST0052,,F,30.0,Branch_3,3,,1200,0,0.0,Hitech City,Crowded but good,3.0,2.0,Non-Veg,10,No,0.7,Positive
CUST0053,2025-01-27,M,30.0,Branch_7,7,2025-04-27,600,3,120.0,LB Nagar,average,4.0,4.0,Non-Veg,300,Yes,-0.15,Negative
CUST0054,2025-02-24,Unknown,45.0,Branch_1,1,2025-05-25,1200,15,240.0,Madhapur,Too crowded!!!,4.0,4.0,Non-Veg,300,Yes,0.0,Neutral
CUST0055,2025-02-01,Unknown,60.0,Branch_1,1,2025-05-02,600,1,120.0,Madhapur,Loved it ,3.0,4.0,Non-Veg,10,Yes,0.7,Positive
CUST0056,,M,30.0,Branch_9,9,,300,0,0.0,Uppal,Not worth it :(,5.0,3.0,Veg,0,No,-0.45,Negative
CUST0057,,M,45.0,Branch_3,3,,300,0,0.0,Hitech City,Crowded but good,3.0,2.0,Non-Veg,20,No,0.7,Positive
CUST0058,,Unknown,45.0,Branch_5,5,,12000,0,0.0,Ameerpet,average,1.0,4.0,Veg,300,No,-0.15,Negative
CUST0059,2025-03-02,M,30.0,Branch_1,1,2025-05-31,300,2,60.0,Madhapur,,1.0,5.0,Veg,10,Yes,0.0,Neutral
CUST0060,2025-01-31,Unknown,45.0,Branch_4,4,2025-05-01,50,10,10.0,Kukatpally,Too crowded!!!,3.0,2.0,Non-Veg,100,Yes,0.0,Neutral
CUST0061,2025-02-19,M,45.0,Branch_2,2,2025-05-20,300,15,60.0,Gachibowli,Not worth it :(,3.0,4.0,Non-Veg,300,Yes,-0.45,Negative
CUST0062,2025-01-05,M,45.0,Branch_4,4,2025-04-05,3000,5,600.0,Kukatpally,average,3.0,5.0,Veg,1000,Yes,-0.15,Negative
CUST0063,2025-01-23,Unknown,30.0,Branch_2,2,2025-04-23,900,5,180.0,Gachibowli,average,4.0,4.0,Veg,50,Yes,-0.15,Negative
CUST0064,,Unknown,25.0,Branch_3,3,,3000,0,0.0,Hitech City,good????,5.0,3.0,Veg,100,No,0.7,Positive
CUST0065,,Unknown,60.0,Branch_10,10,,900,0,0.0,Mehdipatnam,average,2.0,1.0,Veg,50,No,-0.15,Negative
CUST0066,2025-02-18,Unknown,30.0,Branch_7,7,2025-05-19,1200,3,240.0,LB Nagar,Not much benefit,3.0,2.0,Non-Veg,10,Yes,-0.1,Negative
CUST0067,,Unknown,45.0,Branch_6,6,,12000,0,0.0,Secunderabad,Did not use offer,1.0,5.0,Veg,0,No,0.0,Neutral
CUST0068,2025-02-16,Unknown,30.0,Branch_4,4,2025-05-17,900,3,180.0,Kukatpally,Not much benefit,1.0,1.0,Veg,10,Yes,-0.1,Negative
CUST0069,,Unknown,30.0,Branch_5,5,,3000,0,0.0,Ameerpet,Did not use offer,5.0,3.0,Non-Veg,300,No,0.0,Neutral
CUST0070,,Unknown,45.0,Branch_8,8,,600,0,0.0,Dilsukhnagar,Average experience,2.0,1.0,Non-Veg,10,No,-0.15,Negative
CUST0071,,F,30.0,Branch_9,9,,50,0,0.0,Uppal,,3.0,4.0,Veg,300,No,0.0,Neutral
CUST0072,,F,60.0,Branch_5,5,,50,0,0.0,Ameerpet,Worth the price??,3.0,1.0,Non-Veg,100,No,0.3,Positive
CUST0073,2025-01-18,Unknown,18.0,Branch_3,3,2025-04-18,50,0,10.0,Hitech City,average,1.0,5.0,Veg,50,Yes,-0.15,Negative
CUST0074,,M,45.0,Branch_3,3,,900,0,0.0,Hitech City,average,4.0,1.0,Veg,50,No,-0.15,Negative
CUST0075,,F,25.0,Branch_1,1,,50,0,0.0,Madhapur,Too crowded!!!,5.0,3.0,Veg,10,No,0.0,Neutral
CUST0076,2025-02-05,F,30.0,Branch_10,10,2025-05-06,900,15,180.0,Mehdipatnam,Not much benefit,4.0,3.0,Non-Veg,50,Yes,-0.1,Negative
CUST0077,,M,30.0,Branch_1,1,,1200,0,0.0,Madhapur,Loved it ,2.0,3.0,Non-Veg,0,No,0.7,Positive
CUST0078,2025-01-16,Unknown,30.0,Branch_7,7,2025-04-16,1200,1,0.0,LB Nagar,Average experience,1.0,2.0,Veg,300,Yes,-0.15,Negative
CUST0079,,F,45.0,Branch_2,2,,3000,0,0.0,Gachibowli,Too crowded!!!,3.0,5.0,Non-Veg,1000,No,0.0,Neutral
CUST0080,2025-01-28,Unknown,25.0,Branch_3,3,2025-04-28,1200,0,240.0,Hitech City,good savings,1.0,2.0,Veg,100,Yes,0.7,Positive
CUST0081,,Unknown,30.0,Branch_8,8,,900,0,0.0,Dilsukhnagar,Average experience,5.0,5.0,Non-Veg,50,No,-0.15,Negative
CUST0082,2025-02-08,Unknown,30.0,Branch_10,10,2025-05-09,900,0,180.0,Mehdipatnam,good savings,2.0,3.0,Non-Veg,100,Yes,0.7,Positive
CUST0083,2025-02-18,F,30.0,Branch_1,1,2025-05-19,12000,10,2400.0,Madhapur,Did not use offer,3.0,4.0,Veg,10,Yes,0.0,Neutral
CUST0084,,Unknown,60.0,Branch_2,2,,3000,0,0.0,Gachibowli,Crowded but good,3.0,3.0,Non-Veg,0,No,0.7,Positive
CUST0085,2025-01-22,M,30.0,Branch_7,7,2025-04-22,3000,3,600.0,LB Nagar,good savings,3.0,3.0,Veg,0,Yes,0.7,Positive
CUST0086,,Unknown,30.0,Branch_1,1,,12000,0,0.0,Madhapur,Very useful offer!!!,2.0,5.0,Veg,100,No,0.76171875,Positive
CUST0087,,F,45.0,Branch_1,1,,3000,0,0.0,Madhapur,Did not use offer,2.0,3.0,Non-Veg,300,No,0.0,Neutral
CUST0088,,F,25.0,Branch_10,10,,50,0,0.0,Mehdipatnam,Average experience,5.0,1.0,Non-Veg,50,No,-0.15,Negative
CUST0089,2025-01-15,F,30.0,Branch_2,2,2025-04-15,50,15,10.0,Gachibowli,,3.0,3.0,Non-Veg,300,Yes,0.0,Neutral
CUST0090,,F,30.0,Branch_8,8,,900,0,0.0,Dilsukhnagar,Did not use offer,2.0,4.0,Veg,100,No,0.0,Neutral
CUST0091,2025-02-25,Unknown,45.0,Branch_7,7,2025-05-26,600,0,120.0,LB Nagar,average,1.0,3.0,Non-Veg,20,Yes,-0.15,Negative
CUST0092,,Unknown,60.0,Branch_8,8,,12000,0,0.0,Dilsukhnagar,Offer okay,5.0,5.0,Non-Veg,50,No,0.5,Positive
CUST0093,,Unknown,30.0,Branch_4,4,,12000,0,0.0,Kukatpally,average,4.0,1.0,Veg,300,No,-0.15,Negative
CUST0094,,F,30.0,Branch_7,7,,3000,0,0.0,LB Nagar,Very useful offer!!!,2.0,5.0,Non-Veg,20,No,0.76171875,Positive
CUST0095,2025-02-25,F,30.0,Branch_1,1,2025-05-26,900,15,50.0,Madhapur,average,3.0,2.0,Veg,50,Yes,-0.15,Negative
CUST0096,,M,60.0,Branch_7,7,,600,0,0.0,LB Nagar,average,3.0,5.0,Non-Veg,20,No,-0.15,Negative
CUST0097,,M,30.0,Branch_1,1,,12000,0,0.0,Madhapur,Loved it ,3.0,3.0,Veg,300,No,0.7,Positive
CUST0098,2025-01-28,Unknown,25.0,Branch_2,2,2025-04-28,12000,0,2400.0,Gachibowli,good????,3.0,1.0,Veg,20,Yes,0.7,Positive
CUST0099,2025-01-19,Unknown,25.0,Branch_4,4,2025-04-19,600,2,120.0,Kukatpally,Worth the price??,2.0,1.0,Non-Veg,1000,Yes,0.3,Positive
CUST0100,,Unknown,25.0,Branch_4,4,,1200,0,0.0,Kukatpally,,4.0,3.0,Veg,50,No,0.0,Neutral
CUST0101,,Unknown,25.0,Branch_8,8,,3000,0,0.0,Dilsukhnagar,good savings,4.0,3.0,Non-Veg,20,No,0.7,Positive
CUST0102,,Unknown,30.0,Branch_8,8,,3000,0,0.0,Dilsukhnagar,Crowded but good,4.0,1.0,Veg,50,No,0.7,Positive
CUST0103,,M,30.0,Branch_5,5,,1200,0,0.0,Ameerpet,Average experience,1.0,5.0,Non-Veg,1000,No,-0.15,Negative
CUST0104,2025-02-28,F,60.0,Branch_5,5,2025-05-29,3000,5,600.0,Ameerpet,,3.0,2.0,Non-Veg,20,Yes,0.0,Neutral
CUST0105,2025-02-10,Unknown,30.0,Branch_5,5,2025-05-11,3000,0,600.0,Ameerpet,Not worth it :(,3.0,3.0,Veg,0,Yes,-0.45,Negative
CUST0106,,F,30.0,Branch_7,7,,600,0,0.0,LB Nagar,Worth the price??,5.0,3.0,Non-Veg,100,No,0.3,Positive
CUST0107,,Unknown,45.0,Branch_5,5,,12000,0,0.0,Ameerpet,good????,3.0,1.0,Non-Veg,0,No,0.7,Positive
CUST0108,2025-02-18,Unknown,18.0,Branch_7,7,2025-05-19,12000,1,2400.0,LB Nagar,Too crowded!!!,4.0,1.0,Veg,100,Yes,0.0,Neutral
CUST0109,2025-01-30,Unknown,60.0,Branch_5,5,2025-04-30,3000,2,600.0,Ameerpet,good savings,3.0,2.0,Non-Veg,0,Yes,0.7,Positive
CUST0110,,Unknown,45.0,Branch_2,2,,1200,0,0.0,Gachibowli,Loved it ,4.0,1.0,Veg,0,No,0.7,Positive
CUST0111,2025-01-20,Unknown,30.0,Branch_3,3,2025-04-20,50,3,10.0,Hitech City,Offer okay,3.0,3.0,Non-Veg,100,Yes,0.5,Positive
CUST0112,,Unknown,18.0,Branch_3,3,,1200,0,0.0,Hitech City,average,4.0,5.0,Non-Veg,20,No,-0.15,Negative
CUST0113,2025-02-14,Unknown,18.0,Branch_4,4,2025-05-15,300,2,60.0,Kukatpally,Loved it ,3.0,5.0,Non-Veg,20,Yes,0.7,Positive
CUST0114,2025-01-26,M,30.0,Branch_8,8,2025-04-26,300,2,60.0,Dilsukhnagar,Loved it ,3.0,5.0,Veg,0,Yes,0.7,Positive
CUST0115,,F,18.0,Branch_10,10,,300,0,0.0,Mehdipatnam,average,5.0,2.0,Non-Veg,10,No,-0.15,Negative
CUST0116,2025-01-22,M,45.0,Branch_10,10,2025-04-22,300,15,60.0,Mehdipatnam,average,2.0,2.0,Non-Veg,20,Yes,-0.15,Negative
CUST0117,2025-01-08,F,60.0,Branch_6,6,2025-04-08,12000,10,0.0,Secunderabad,Very useful offer!!!,2.0,3.0,Veg,10,Yes,0.76171875,Positive
CUST0118,,Unknown,30.0,Branch_2,2,,1200,0,0.0,Gachibowli,Too crowded!!!,3.0,5.0,Non-Veg,0,No,0.0,Neutral
CUST0119,,M,45.0,Branch_10,10,,1200,0,0.0,Mehdipatnam,Not much benefit,3.0,1.0,Veg,50,No,-0.1,Negative
CUST0120,,Unknown,30.0,Branch_2,2,,900,0,0.0,Gachibowli,good savings,1.0,3.0,Non-Veg,10,No,0.7,Positive
CUST0121,2025-01-09,Unknown,30.0,Branch_9,9,2025-04-09,1200,2,240.0,Uppal,Not worth it :(,5.0,3.0,Non-Veg,100,Yes,-0.45,Negative
CUST0122,,F,30.0,Branch_2,2,,50,0,0.0,Gachibowli,Not much benefit,2.0,4.0,Veg,1000,No,-0.1,Negative
CUST0123,,Unknown,30.0,Branch_2,2,,900,0,0.0,Gachibowli,Offer okay,3.0,3.0,Veg,10,No,0.5,Positive
CUST0124,,M,30.0,Branch_2,2,,50,0,0.0,Gachibowli,good savings,3.0,3.0,Veg,1000,No,0.7,Positive
CUST0125,2025-02-05,Unknown,18.0,Branch_9,9,2025-05-06,1200,0,240.0,Uppal,Crowded but good,3.0,3.0,Non-Veg,1000,Yes,0.7,Positive
CUST0126,2025-01-19,F,25.0,Branch_10,10,2025-04-19,600,5,120.0,Mehdipatnam,Loved it ,4.0,2.0,Veg,20,Yes,0.7,Positive
CUST0127,,F,30.0,Branch_10,10,,50,0,0.0,Mehdipatnam,average,5.0,5.0,Non-Veg,300,No,-0.15,Negative
CUST0128,2025-02-08,F,45.0,Branch_1,1,2025-05-09,12000,10,2400.0,Madhapur,good????,3.0,3.0,Veg,0,Yes,0.7,Positive
CUST0129,2025-02-25,F,30.0,Branch_2,2,2025-05-26,1200,1,240.0,Gachibowli,good savings,3.0,5.0,Veg,50,Yes,0.7,Positive
CUST0130,,Unknown,45.0,Branch_3,3,,900,0,0.0,Hitech City,good????,3.0,5.0,Non-Veg,0,No,0.7,Positive
CUST0131,2025-01-10,Unknown,30.0,Branch_2,2,2025-04-10,12000,1,2400.0,Gachibowli,Loved it ,4.0,4.0,Non-Veg,50,Yes,0.7,Positive
CUST0132,,M,60.0,Branch_9,9,,600,0,0.0,Uppal,Crowded but good,1.0,3.0,Non-Veg,300,No,0.7,Positive
CUST0133,,M,30.0,Branch_5,5,,1200,0,0.0,Ameerpet,Crowded but good,5.0,1.0,Veg,10,No,0.7,Positive
CUST0134,,Unknown,60.0,Branch_5,5,,300,0,0.0,Ameerpet,good savings,1.0,4.0,Non-Veg,50,No,0.7,Positive
CUST0135,2025-01-09,Unknown,18.0,Branch_9,9,2025-04-09,1200,3,240.0,Uppal,Crowded but good,3.0,1.0,Non-Veg,0,Yes,0.7,Positive
CUST0136,,Unknown,30.0,Branch_10,10,,50,0,0.0,Mehdipatnam,good????,3.0,4.0,Veg,0,No,0.7,Positive
CUST0137,,Unknown,60.0,Branch_3,3,,50,0,0.0,Hitech City,good savings,4.0,1.0,Veg,50,No,0.7,Positive
CUST0138,,Unknown,60.0,Branch_7,7,,1200,0,0.0,LB Nagar,,3.0,2.0,Veg,100,No,0.0,Neutral
CUST0139,2025-02-03,Unknown,25.0,Branch_6,6,2025-05-04,300,5,60.0,Secunderabad,,1.0,2.0,Veg,10,Yes,0.0,Neutral
CUST0140,2025-02-08,F,30.0,Branch_2,2,2025-05-09,12000,1,2400.0,Gachibowli,Not much benefit,5.0,5.0,Non-Veg,300,Yes,-0.1,Negative
CUST0141,,F,30.0,Branch_6,6,,12000,0,0.0,Secunderabad,good savings,4.0,4.0,Non-Veg,20,No,0.7,Positive
CUST0142,,M,45.0,Branch_6,6,,1200,0,0.0,Secunderabad,Not much benefit,4.0,1.0,Veg,20,No,-0.1,Negative
CUST0143,,Unknown,30.0,Branch_2,2,,50,0,0.0,Gachibowli,Not worth it :(,5.0,3.0,Veg,50,No,-0.45,Negative
CUST0144,2025-01-21,Unknown,18.0,Branch_1,1,2025-04-21,900,5,180.0,Madhapur,Too crowded!!!,3.0,3.0,Veg,100,Yes,0.0,Neutral
CUST0145,2025-01-03,F,60.0,Branch_8,8,2025-04-03,3000,1,600.0,Dilsukhnagar,Offer okay,3.0,4.0,Non-Veg,1000,Yes,0.5,Positive
CUST0146,,Unknown,18.0,Branch_1,1,,3000,0,0.0,Madhapur,Offer okay,1.0,5.0,Non-Veg,50,No,0.5,Positive
CUST0147,,F,60.0,Branch_10,10,,600,0,0.0,Mehdipatnam,good savings,5.0,3.0,Veg,20,No,0.7,Positive
CUST0148,,F,18.0,Branch_7,7,,3000,0,0.0,LB Nagar,Average experience,5.0,4.0,Non-Veg,1000,No,-0.15,Negative
CUST0149,,M,30.0,Branch_9,9,,12000,0,0.0,Uppal,Did not use offer,3.0,1.0,Veg,20,No,0.0,Neutral
CUST0150,2025-03-02,F,30.0,Branch_8,8,2025-05-31,600,1,120.0,Dilsukhnagar,Worth the price??,2.0,1.0,Veg,1000,Yes,0.3,Positive
CUST0151,2025-02-02,M,60.0,Branch_9,9,2025-05-03,1200,15,240.0,Uppal,,5.0,2.0,Non-Veg,50,Yes,0.0,Neutral
CUST0152,2025-01-11,F,30.0,Branch_10,10,2025-04-11,12000,1,2400.0,Mehdipatnam,Very useful offer!!!,4.0,3.0,Non-Veg,300,Yes,0.76171875,Positive
CUST0153,2025-01-29,F,30.0,Branch_8,8,2025-04-29,600,5,120.0,Dilsukhnagar,Average experience,4.0,2.0,Veg,300,Yes,-0.15,Negative
CUST0154,,Unknown,25.0,Branch_7,7,,900,0,0.0,LB Nagar,average,2.0,5.0,Veg,1000,No,-0.15,Negative
CUST0155,,Unknown,18.0,Branch_8,8,,50,0,0.0,Dilsukhnagar,good????,5.0,1.0,Veg,0,No,0.7,Positive
CUST0156,2025-01-18,M,30.0,Branch_7,7,2025-04-18,1200,3,240.0,LB Nagar,average,4.0,3.0,Veg,50,Yes,-0.15,Negative
CUST0157,2025-01-26,Unknown,30.0,Branch_2,2,2025-04-26,600,5,120.0,Gachibowli,Very useful offer!!!,3.0,1.0,Non-Veg,300,Yes,0.76171875,Positive
CUST0158,,M,45.0,Branch_3,3,,12000,0,0.0,Hitech City,,4.0,3.0,Veg,1000,No,0.0,Neutral
CUST0159,,M,30.0,Branch_1,1,,900,0,0.0,Madhapur,Average experience,2.0,2.0,Non-Veg,300,No,-0.15,Negative
CUST0160,,Unknown,18.0,Branch_4,4,,50,0,0.0,Kukatpally,Very useful offer!!!,2.0,4.0,Non-Veg,1000,No,0.76171875,Positive
CUST0161,,M,30.0,Branch_8,8,,50,0,0.0,Dilsukhnagar,good????,2.0,3.0,Non-Veg,0,No,0.7,Positive
CUST0162,,F,18.0,Branch_7,7,,300,0,0.0,LB Nagar,Did not use offer,3.0,1.0,Non-Veg,100,No,0.0,Neutral
CUST0163,2025-01-25,Unknown,30.0,Branch_6,6,2025-04-25,900,15,50.0,Secunderabad,Offer okay,1.0,3.0,Veg,300,Yes,0.5,Positive
CUST0164,2025-02-19,M,60.0,Branch_3,3,2025-05-20,3000,5,600.0,Hitech City,Did not use offer,3.0,3.0,Veg,1000,Yes,0.0,Neutral
CUST0165,,F,18.0,Branch_3,3,,3000,0,0.0,Hitech City,good????,4.0,1.0,Veg,10,No,0.7,Positive
CUST0166,2025-02-20,Unknown,30.0,Branch_5,5,2025-05-21,50,1,10.0,Ameerpet,Average experience,1.0,3.0,Veg,20,Yes,-0.15,Negative
CUST0167,,Unknown,18.0,Branch_6,6,,12000,0,0.0,Secunderabad,Too crowded!!!,3.0,4.0,Non-Veg,300,No,0.0,Neutral
CUST0168,,Unknown,30.0,Branch_3,3,,900,0,0.0,Hitech City,Offer okay,5.0,3.0,Veg,300,No,0.5,Positive
CUST0169,,F,45.0,Branch_10,10,,50,0,0.0,Mehdipatnam,Offer okay,1.0,1.0,Veg,300,No,0.5,Positive
CUST0170,,Unknown,25.0,Branch_10,10,,600,0,0.0,Mehdipatnam,good????,4.0,3.0,Non-Veg,0,No,0.7,Positive
CUST0171,,M,18.0,Branch_5,5,,1200,0,0.0,Ameerpet,Loved it ,3.0,4.0,Veg,100,No,0.7,Positive
CUST0172,2025-03-02,M,25.0,Branch_8,8,2025-05-31,300,0,60.0,Dilsukhnagar,good savings,2.0,3.0,Veg,20,Yes,0.7,Positive
CUST0173,,F,30.0,Branch_10,10,,1200,0,0.0,Mehdipatnam,Offer okay,3.0,4.0,Veg,100,No,0.5,Positive
CUST0174,2025-02-03,F,18.0,Branch_5,5,2025-05-04,900,2,180.0,Ameerpet,Very useful offer!!!,3.0,2.0,Non-Veg,100,Yes,0.76171875,Positive
CUST0175,,Unknown,30.0,Branch_5,5,,1200,0,0.0,Ameerpet,,5.0,3.0,Non-Veg,50,No,0.0,Neutral
CUST0176,2025-01-08,M,60.0,Branch_8,8,2025-04-08,12000,1,0.0,Dilsukhnagar,Loved it ,3.0,3.0,Veg,100,Yes,0.7,Positive
CUST0177,,Unknown,30.0,Branch_3,3,,600,0,0.0,Hitech City,good savings,2.0,2.0,Veg,1000,No,0.7,Positive
CUST0178,,Unknown,30.0,Branch_9,9,,50,0,0.0,Uppal,Too crowded!!!,5.0,2.0,Non-Veg,0,No,0.0,Neutral
